Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Zapdos,Legendary,71,98,None,Great Ball,Escaped
Poliwag,Common,54,28,Sleep,Great Ball,Caught
Rattata,Common,9,84,Sleep,Ultra Ball,Caught
Scyther,Rare,36,100,None,Great Ball,Escaped
Arcanine,Rare,55,27,Paralyze,Ultra Ball,Caught
Oddish,Common,81,91,Poison,Great Ball,Escaped
Pidgey,Common,19,93,Paralyze,Poke Ball,Escaped
Rattata,Common,46,44,Poison,Great Ball,Escaped
Oddish,Common,51,1,Sleep,Great Ball,Caught
Aerodactyl,Rare,96,36,Paralyze,Ultra Ball,Caught
Bidoof,Common,44,47,Paralyze,Poke Ball,Caught
Rattata,Common,37,60,None,Poke Ball,Escaped
Gyarados,Rare,25,1,None,Great Ball,Escaped
Sentret,Common,92,67,Paralyze,Ultra Ball,Caught
Rattata,Common,100,61,Sleep,Poke Ball,Escaped
Zigzagoon,Common,35,6,Paralyze,Ultra Ball,Caught
Dratini,Rare,4,65,None,Ultra Ball,Escaped
Caterpie,Common,45,83,Sleep,Poke Ball,Escaped
Scyther,Rare,9,40,Paralyze,Poke Ball,Escaped
Scyther,Rare,30,68,None,Poke Ball,Escaped
Gible,Rare,33,47,None,Great Ball,Escaped
Dratini,Rare,1,85,None,Ultra Ball,Escaped
Giratina,Legendary,67,22,None,Poke Ball,Escaped
Chansey,Rare,18,70,Paralyze,Poke Ball,Escaped
Articuno,Legendary,89,56,None,Great Ball,Escaped
Rattata,Common,37,47,Poison,Ultra Ball,Caught
Oddish,Common,55,32,None,Ultra Ball,Caught
Geodude,Common,4,62,Poison,Ultra Ball,Caught
Zigzagoon,Common,70,83,Sleep,Ultra Ball,Caught
Geodude,Common,11,27,None,Great Ball,Caught
Caterpie,Common,28,34,Sleep,Poke Ball,Caught
Gyarados,Rare,20,59,None,Poke Ball,Escaped
Rattata,Common,94,17,None,Poke Ball,Escaped
Magikarp,Common,45,37,None,Poke Ball,Escaped
Oddish,Common,56,1,Paralyze,Poke Ball,Caught
Caterpie,Common,20,41,None,Ultra Ball,Caught
Zubat,Common,67,45,None,Poke Ball,Escaped
Pidgey,Common,99,3,Sleep,Poke Ball,Escaped
Pidgey,Common,83,36,None,Ultra Ball,Caught
Gible,Rare,84,35,Sleep,Ultra Ball,Caught
Zubat,Common,1,66,None,Ultra Ball,Escaped
Sentret,Common,27,53,Paralyze,Poke Ball,Escaped
Arcanine,Rare,57,2,Sleep,Great Ball,Caught
Scyther,Rare,17,84,Sleep,Great Ball,Escaped
Caterpie,Common,97,3,Paralyze,Great Ball,Caught
Magikarp,Common,54,53,Poison,Poke Ball,Escaped
Caterpie,Common,67,24,Sleep,Ultra Ball,Caught
Zigzagoon,Common,9,9,Paralyze,Poke Ball,Caught
Beldum,Rare,29,82,None,Ultra Ball,Escaped
Weedle,Common,93,40,None,Ultra Ball,Escaped
Zubat,Common,70,89,Sleep,Great Ball,Escaped
Sentret,Common,21,33,None,Ultra Ball,Caught
Scyther,Rare,42,9,None,Ultra Ball,Caught
Zapdos,Legendary,10,14,None,Poke Ball,Escaped
Scyther,Rare,71,13,None,Great Ball,Escaped
Poliwag,Common,51,50,None,Great Ball,Escaped
Gyarados,Rare,31,91,Paralyze,Ultra Ball,Escaped
Dratini,Rare,71,100,Poison,Poke Ball,Escaped
Arceus,Legendary,68,26,Paralyze,Poke Ball,Escaped
Zubat,Common,38,13,Sleep,Poke Ball,Caught
Magikarp,Common,11,22,None,Ultra Ball,Caught
Beldum,Rare,33,14,Paralyze,Poke Ball,Caught
Lapras,Rare,56,59,Sleep,Poke Ball,Escaped
Poliwag,Common,88,15,None,Great Ball,Escaped
Zapdos,Legendary,95,38,None,Great Ball,Escaped
Sentret,Common,80,84,Paralyze,Great Ball,Escaped
Pidgey,Common,89,32,None,Great Ball,Escaped
Rattata,Common,39,23,None,Poke Ball,Escaped
Larvitar,Rare,65,80,None,Ultra Ball,Escaped
Magikarp,Common,86,14,Poison,Ultra Ball,Caught
Geodude,Common,61,19,None,Ultra Ball,Caught
Zigzagoon,Common,30,16,Paralyze,Ultra Ball,Caught
Bidoof,Common,78,53,None,Ultra Ball,Escaped
Geodude,Common,20,17,None,Great Ball,Escaped
Rattata,Common,33,44,Paralyze,Great Ball,Caught
Snorlax,Rare,39,6,Paralyze,Great Ball,Escaped
Beldum,Rare,74,13,Paralyze,Poke Ball,Escaped
Weedle,Common,12,75,None,Ultra Ball,Caught
Gyarados,Rare,20,55,None,Poke Ball,Escaped
Caterpie,Common,47,75,None,Great Ball,Escaped
Zapdos,Legendary,77,38,None,Poke Ball,Escaped
Dratini,Rare,83,22,Paralyze,Ultra Ball,Escaped
Arcanine,Rare,93,66,Sleep,Ultra Ball,Escaped
Zubat,Common,16,79,None,Poke Ball,Escaped
Sentret,Common,65,44,None,Poke Ball,Escaped
Zigzagoon,Common,68,40,None,Great Ball,Escaped
Geodude,Common,54,31,None,Great Ball,Escaped
Magikarp,Common,40,1,Paralyze,Poke Ball,Caught
Magikarp,Common,88,7,None,Poke Ball,Escaped
Geodude,Common,24,35,None,Poke Ball,Escaped
Gyarados,Rare,94,85,Sleep,Poke Ball,Escaped
Weedle,Common,2,100,None,Ultra Ball,Escaped
Oddish,Common,85,56,Sleep,Poke Ball,Escaped
Zubat,Common,50,56,Paralyze,Ultra Ball,Caught
Oddish,Common,79,90,None,Great Ball,Escaped
Palkia,Legendary,85,64,None,Ultra Ball,Escaped
Beldum,Rare,71,81,None,Ultra Ball,Escaped
Caterpie,Common,33,67,Sleep,Ultra Ball,Caught
Dialga,Legendary,33,81,None,Poke Ball,Escaped
Zigzagoon,Common,33,29,Poison,Ultra Ball,Caught
Oddish,Common,60,23,None,Poke Ball,Escaped
Chansey,Rare,23,74,None,Poke Ball,Escaped
Oddish,Common,82,6,Sleep,Great Ball,Caught
Chansey,Rare,12,32,None,Poke Ball,Escaped
Bidoof,Common,3,22,Paralyze,Poke Ball,Caught
Magikarp,Common,72,3,Paralyze,Poke Ball,Escaped
Lapras,Rare,99,11,None,Ultra Ball,Escaped
Zapdos,Legendary,1,100,None,Ultra Ball,Escaped
Geodude,Common,71,93,Sleep,Poke Ball,Escaped
Geodude,Common,67,6,None,Poke Ball,Escaped
Dratini,Rare,55,35,Sleep,Great Ball,Escaped
Aerodactyl,Rare,8,63,None,Ultra Ball,Escaped
Rattata,Common,75,85,None,Poke Ball,Escaped
Geodude,Common,48,53,Poison,Poke Ball,Escaped
Chansey,Rare,23,40,None,Great Ball,Escaped
Sentret,Common,95,91,None,Poke Ball,Escaped
Weedle,Common,51,33,None,Great Ball,Escaped
Lapras,Rare,74,78,Sleep,Ultra Ball,Escaped
Aerodactyl,Rare,94,69,None,Poke Ball,Escaped
Rattata,Common,84,59,Sleep,Great Ball,Escaped
Bagon,Rare,52,81,None,Great Ball,Escaped
Zubat,Common,93,46,Sleep,Ultra Ball,Caught
Zubat,Common,53,63,None,Poke Ball,Escaped
Weedle,Common,45,4,Paralyze,Great Ball,Caught
Caterpie,Common,86,33,Poison,Poke Ball,Escaped
Poliwag,Common,24,86,Sleep,Great Ball,Caught
Rattata,Common,67,68,None,Great Ball,Escaped
Magikarp,Common,89,42,None,Ultra Ball,Escaped
Weedle,Common,100,53,Paralyze,Great Ball,Escaped
Bagon,Rare,40,75,None,Poke Ball,Escaped
Magikarp,Common,32,61,Paralyze,Great Ball,Escaped
Beldum,Rare,99,43,None,Ultra Ball,Escaped
Snorlax,Rare,50,26,Sleep,Great Ball,Escaped
Zubat,Common,4,8,Poison,Great Ball,Caught
Poliwag,Common,79,35,None,Ultra Ball,Escaped
Gible,Rare,98,32,None,Great Ball,Escaped
Poliwag,Common,87,30,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,35,79,None,Poke Ball,Escaped
Gyarados,Rare,28,55,None,Ultra Ball,Escaped
Aerodactyl,Rare,81,10,None,Ultra Ball,Escaped
Geodude,Common,73,22,None,Great Ball,Escaped
Zubat,Common,83,39,Poison,Poke Ball,Escaped
Bidoof,Common,48,45,None,Great Ball,Escaped
Rattata,Common,82,40,None,Ultra Ball,Escaped
Caterpie,Common,29,41,None,Ultra Ball,Caught
Aerodactyl,Rare,88,21,Paralyze,Great Ball,Escaped
Bidoof,Common,72,52,Paralyze,Poke Ball,Escaped
Gyarados,Rare,94,56,None,Great Ball,Escaped
Sentret,Common,99,77,Sleep,Ultra Ball,Caught
Caterpie,Common,55,49,Sleep,Ultra Ball,Caught
Magikarp,Common,65,60,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,21,86,Paralyze,Poke Ball,Escaped
Bagon,Rare,51,68,Sleep,Ultra Ball,Escaped
Weedle,Common,19,55,Sleep,Great Ball,Caught
Zigzagoon,Common,88,18,None,Poke Ball,Escaped
Magikarp,Common,4,69,None,Poke Ball,Escaped
Rattata,Common,19,62,Paralyze,Poke Ball,Caught
Bagon,Rare,66,90,Paralyze,Great Ball,Escaped
Bidoof,Common,17,43,None,Poke Ball,Escaped
Zubat,Common,11,47,None,Poke Ball,Escaped
Oddish,Common,49,47,Poison,Ultra Ball,Caught
Poliwag,Common,55,39,Poison,Great Ball,Caught
Dialga,Legendary,28,16,Sleep,Poke Ball,Escaped
Magikarp,Common,40,13,Paralyze,Poke Ball,Caught
Arceus,Legendary,29,93,None,Great Ball,Escaped
Sentret,Common,72,43,Poison,Ultra Ball,Caught
Rattata,Common,32,57,None,Ultra Ball,Escaped
Poliwag,Common,55,6,Sleep,Great Ball,Caught
Rattata,Common,78,41,Paralyze,Poke Ball,Escaped
Rattata,Common,34,46,None,Great Ball,Escaped
Ho-Oh,Legendary,50,48,None,Great Ball,Escaped
Caterpie,Common,29,57,Poison,Ultra Ball,Escaped
Beldum,Rare,91,67,None,Great Ball,Escaped
Geodude,Common,72,32,Poison,Poke Ball,Escaped
Arcanine,Rare,27,74,Poison,Poke Ball,Escaped
Groudon,Legendary,63,75,None,Great Ball,Escaped
Gible,Rare,70,94,None,Ultra Ball,Escaped
Palkia,Legendary,93,50,None,Poke Ball,Escaped
Caterpie,Common,72,32,None,Poke Ball,Escaped
Kyogre,Legendary,12,88,None,Ultra Ball,Escaped
Caterpie,Common,2,88,Sleep,Ultra Ball,Caught
Caterpie,Common,98,52,None,Great Ball,Escaped
Zigzagoon,Common,56,87,Paralyze,Ultra Ball,Caught
Scyther,Rare,46,18,Sleep,Ultra Ball,Caught
Chansey,Rare,100,46,None,Great Ball,Escaped
Lapras,Rare,87,32,Paralyze,Poke Ball,Escaped
Dratini,Rare,35,69,Sleep,Great Ball,Escaped
Pidgey,Common,1,28,Poison,Ultra Ball,Caught
Zapdos,Legendary,4,8,Sleep,Great Ball,Escaped
Sentret,Common,66,10,None,Poke Ball,Escaped
Zubat,Common,80,15,None,Poke Ball,Escaped
Pidgey,Common,71,97,None,Great Ball,Escaped
Poliwag,Common,100,87,None,Great Ball,Escaped
Dialga,Legendary,51,26,None,Great Ball,Escaped
Gyarados,Rare,19,79,None,Ultra Ball,Escaped
Bidoof,Common,51,34,Paralyze,Ultra Ball,Caught
Zubat,Common,9,32,Paralyze,Great Ball,Caught
Pidgey,Common,11,80,None,Ultra Ball,Escaped
Oddish,Common,17,10,None,Ultra Ball,Caught
Sentret,Common,89,84,None,Great Ball,Escaped
Gible,Rare,45,27,None,Poke Ball,Escaped
Weedle,Common,11,58,None,Ultra Ball,Escaped
Weedle,Common,59,75,None,Ultra Ball,Escaped
Bidoof,Common,65,96,Sleep,Poke Ball,Escaped
Oddish,Common,83,68,None,Ultra Ball,Escaped
Beldum,Rare,75,92,None,Poke Ball,Escaped
Oddish,Common,38,16,Poison,Poke Ball,Escaped
Weedle,Common,83,12,Sleep,Great Ball,Caught
Chansey,Rare,85,25,Sleep,Ultra Ball,Caught
Scyther,Rare,72,63,None,Ultra Ball,Escaped
Snorlax,Rare,87,5,Sleep,Poke Ball,Escaped
Zigzagoon,Common,6,46,Poison,Ultra Ball,Caught
Gyarados,Rare,98,77,Paralyze,Poke Ball,Escaped
Caterpie,Common,62,71,None,Great Ball,Escaped
Sentret,Common,77,56,None,Great Ball,Escaped
Pidgey,Common,31,67,Paralyze,Poke Ball,Caught
Beldum,Rare,8,24,None,Ultra Ball,Caught
Weedle,Common,38,8,Sleep,Great Ball,Caught
Giratina,Legendary,51,66,Paralyze,Ultra Ball,Escaped
Aerodactyl,Rare,47,7,None,Poke Ball,Escaped
Arcanine,Rare,42,21,None,Great Ball,Escaped
Zubat,Common,55,83,None,Great Ball,Escaped
Larvitar,Rare,5,10,Paralyze,Poke Ball,Caught
Chansey,Rare,8,83,Sleep,Ultra Ball,Escaped
Poliwag,Common,7,26,None,Ultra Ball,Caught
Poliwag,Common,45,84,Poison,Ultra Ball,Caught
Zubat,Common,84,39,None,Ultra Ball,Caught
Gible,Rare,96,42,None,Ultra Ball,Escaped
Arcanine,Rare,53,91,None,Poke Ball,Escaped
Caterpie,Common,79,79,Paralyze,Ultra Ball,Caught
Poliwag,Common,44,94,Poison,Great Ball,Escaped
Geodude,Common,43,84,Poison,Great Ball,Escaped
Larvitar,Rare,26,51,Sleep,Ultra Ball,Caught
Dratini,Rare,76,86,None,Great Ball,Escaped
Chansey,Rare,100,40,None,Great Ball,Escaped
Rattata,Common,99,40,Poison,Poke Ball,Escaped
Bagon,Rare,79,40,None,Ultra Ball,Escaped
Gyarados,Rare,12,29,Sleep,Great Ball,Escaped
Magikarp,Common,63,60,Sleep,Great Ball,Escaped
Bagon,Rare,13,1,Sleep,Great Ball,Caught
Oddish,Common,86,66,Poison,Ultra Ball,Escaped
Bidoof,Common,43,69,Sleep,Poke Ball,Escaped
Weedle,Common,6,25,None,Poke Ball,Escaped
Beldum,Rare,50,3,Sleep,Poke Ball,Escaped
Bidoof,Common,5,37,Sleep,Great Ball,Caught
Snorlax,Rare,94,42,Poison,Poke Ball,Escaped
Bidoof,Common,19,69,None,Poke Ball,Escaped
Zubat,Common,26,71,None,Great Ball,Escaped
Bidoof,Common,46,70,None,Poke Ball,Escaped
Caterpie,Common,74,75,None,Poke Ball,Escaped
Dratini,Rare,37,60,Poison,Poke Ball,Escaped
Mewtwo,Legendary,50,17,Sleep,Poke Ball,Escaped
Weedle,Common,35,92,Poison,Ultra Ball,Caught
Poliwag,Common,81,19,Poison,Great Ball,Escaped
Ho-Oh,Legendary,58,26,None,Great Ball,Escaped
Snorlax,Rare,68,66,Paralyze,Ultra Ball,Escaped
Caterpie,Common,64,74,None,Great Ball,Escaped
Bagon,Rare,4,84,Paralyze,Poke Ball,Escaped
Weedle,Common,42,71,None,Ultra Ball,Escaped
Bagon,Rare,21,55,None,Great Ball,Escaped
Magikarp,Common,80,64,None,Ultra Ball,Escaped
Articuno,Legendary,56,48,None,Ultra Ball,Escaped
Zigzagoon,Common,46,66,Poison,Great Ball,Escaped
Mewtwo,Legendary,87,99,None,Ultra Ball,Escaped
Zapdos,Legendary,32,48,Paralyze,Ultra Ball,Escaped
Weedle,Common,87,18,Poison,Great Ball,Escaped
Geodude,Common,80,60,None,Ultra Ball,Escaped
Pidgey,Common,28,15,Paralyze,Ultra Ball,Caught
Bagon,Rare,39,52,Paralyze,Ultra Ball,Escaped
Magikarp,Common,14,69,Poison,Poke Ball,Escaped
Oddish,Common,41,28,None,Great Ball,Escaped
Snorlax,Rare,77,18,Sleep,Poke Ball,Escaped
Kyogre,Legendary,79,1,Paralyze,Poke Ball,Escaped
Chansey,Rare,75,32,None,Ultra Ball,Escaped
Oddish,Common,42,99,None,Poke Ball,Escaped
Magikarp,Common,21,26,None,Ultra Ball,Caught
Gible,Rare,44,83,Poison,Poke Ball,Escaped
Poliwag,Common,47,13,None,Great Ball,Caught
Weedle,Common,100,7,None,Ultra Ball,Caught
Geodude,Common,26,33,None,Ultra Ball,Caught
Mewtwo,Legendary,90,70,None,Ultra Ball,Escaped
Aerodactyl,Rare,56,100,Paralyze,Great Ball,Escaped
Lapras,Rare,60,91,None,Great Ball,Escaped
Gible,Rare,28,38,None,Great Ball,Escaped
Zubat,Common,91,58,None,Poke Ball,Escaped
Poliwag,Common,80,60,None,Poke Ball,Escaped
Magikarp,Common,30,58,None,Great Ball,Escaped
Chansey,Rare,18,96,None,Great Ball,Escaped
Aerodactyl,Rare,65,44,None,Ultra Ball,Escaped
Caterpie,Common,88,71,Sleep,Great Ball,Escaped
Beldum,Rare,18,87,None,Ultra Ball,Escaped
Scyther,Rare,7,78,Sleep,Great Ball,Escaped
Zapdos,Legendary,28,63,None,Poke Ball,Escaped
Caterpie,Common,40,53,None,Poke Ball,Escaped
Oddish,Common,73,18,None,Poke Ball,Escaped
Mewtwo,Legendary,43,46,Sleep,Great Ball,Escaped
Pidgey,Common,14,45,None,Ultra Ball,Caught
Rattata,Common,38,41,Paralyze,Ultra Ball,Caught
Gyarados,Rare,84,79,None,Ultra Ball,Escaped
Geodude,Common,17,8,None,Great Ball,Caught
Lapras,Rare,84,86,None,Great Ball,Escaped
Rattata,Common,85,66,Sleep,Ultra Ball,Caught
Sentret,Common,28,56,Paralyze,Poke Ball,Escaped
Oddish,Common,68,29,Sleep,Poke Ball,Escaped
Poliwag,Common,89,55,Poison,Ultra Ball,Caught
Oddish,Common,48,47,Poison,Great Ball,Caught
Zubat,Common,92,50,Sleep,Poke Ball,Escaped
Oddish,Common,58,91,None,Poke Ball,Escaped
Weedle,Common,10,29,None,Ultra Ball,Caught
Poliwag,Common,23,4,None,Poke Ball,Escaped
Rattata,Common,30,30,None,Great Ball,Escaped
Sentret,Common,9,66,Sleep,Poke Ball,Escaped
Gible,Rare,29,29,Sleep,Ultra Ball,Caught
Aerodactyl,Rare,2,34,Sleep,Ultra Ball,Caught
Arcanine,Rare,91,18,None,Ultra Ball,Escaped
Pidgey,Common,78,4,None,Ultra Ball,Caught
Poliwag,Common,64,92,Paralyze,Great Ball,Caught
Giratina,Legendary,22,41,None,Poke Ball,Escaped
Zapdos,Legendary,62,35,Poison,Great Ball,Escaped
Zigzagoon,Common,69,30,Poison,Ultra Ball,Escaped
Articuno,Legendary,16,33,None,Great Ball,Escaped
Mewtwo,Legendary,7,42,None,Ultra Ball,Escaped
Gyarados,Rare,8,90,None,Poke Ball,Escaped
Zubat,Common,35,13,Paralyze,Great Ball,Caught
Gyarados,Rare,17,67,Poison,Great Ball,Escaped
Ho-Oh,Legendary,47,58,None,Ultra Ball,Escaped
Weedle,Common,23,60,Sleep,Ultra Ball,Caught
Larvitar,Rare,20,51,Paralyze,Poke Ball,Escaped
Caterpie,Common,19,89,Paralyze,Poke Ball,Escaped
Sentret,Common,11,68,Poison,Ultra Ball,Caught
Gible,Rare,100,26,Paralyze,Poke Ball,Escaped
Weedle,Common,33,4,None,Ultra Ball,Caught
Caterpie,Common,50,40,Paralyze,Great Ball,Caught
Poliwag,Common,8,92,None,Ultra Ball,Caught
Larvitar,Rare,33,58,None,Poke Ball,Escaped
Caterpie,Common,62,98,None,Ultra Ball,Escaped
Oddish,Common,63,83,None,Poke Ball,Escaped
Caterpie,Common,77,20,Paralyze,Ultra Ball,Caught
Beldum,Rare,84,76,None,Ultra Ball,Escaped
Bidoof,Common,9,91,Poison,Ultra Ball,Escaped
Geodude,Common,57,74,None,Great Ball,Escaped
Pidgey,Common,74,50,None,Great Ball,Escaped
Pidgey,Common,9,87,None,Poke Ball,Escaped
Larvitar,Rare,48,44,Paralyze,Ultra Ball,Caught
Magikarp,Common,89,45,None,Ultra Ball,Escaped
Magikarp,Common,44,60,Poison,Great Ball,Escaped
Geodude,Common,84,23,Sleep,Great Ball,Escaped
Caterpie,Common,53,37,None,Ultra Ball,Caught
Bagon,Rare,39,1,None,Poke Ball,Escaped
Poliwag,Common,72,85,Sleep,Great Ball,Escaped
Pidgey,Common,93,62,Sleep,Poke Ball,Escaped
Caterpie,Common,45,16,Poison,Great Ball,Escaped
Sentret,Common,98,99,None,Poke Ball,Escaped
Geodude,Common,63,13,Sleep,Poke Ball,Caught
Poliwag,Common,15,54,None,Great Ball,Escaped
Larvitar,Rare,75,95,None,Ultra Ball,Escaped
Zigzagoon,Common,54,21,Paralyze,Poke Ball,Caught
Scyther,Rare,30,8,Paralyze,Great Ball,Caught
Rattata,Common,96,87,Sleep,Great Ball,Escaped
Gible,Rare,57,23,None,Great Ball,Escaped
Rattata,Common,66,16,None,Poke Ball,Escaped
Dratini,Rare,71,49,None,Ultra Ball,Escaped
Bidoof,Common,13,38,None,Ultra Ball,Caught
Magikarp,Common,53,21,Paralyze,Poke Ball,Caught
Caterpie,Common,87,65,Sleep,Ultra Ball,Caught
Snorlax,Rare,31,60,None,Poke Ball,Escaped
Geodude,Common,47,40,Paralyze,Ultra Ball,Caught
Beldum,Rare,70,29,Paralyze,Great Ball,Escaped
Geodude,Common,7,42,None,Poke Ball,Escaped
Arcanine,Rare,9,14,None,Poke Ball,Escaped
Zigzagoon,Common,18,72,None,Ultra Ball,Caught
Beldum,Rare,16,79,None,Ultra Ball,Escaped
Bidoof,Common,49,20,Paralyze,Poke Ball,Caught
Gible,Rare,96,1,Paralyze,Ultra Ball,Caught
Gible,Rare,75,25,Sleep,Poke Ball,Escaped
Chansey,Rare,50,8,None,Ultra Ball,Escaped
Zigzagoon,Common,16,58,Paralyze,Ultra Ball,Caught
Dratini,Rare,1,57,Poison,Poke Ball,Escaped
Scyther,Rare,80,48,None,Great Ball,Escaped
Scyther,Rare,92,61,Sleep,Great Ball,Escaped
Caterpie,Common,71,68,None,Great Ball,Escaped
Scyther,Rare,9,91,Sleep,Ultra Ball,Caught
Pidgey,Common,92,18,Poison,Ultra Ball,Caught
Caterpie,Common,47,13,Poison,Great Ball,Caught
Zubat,Common,88,48,None,Poke Ball,Escaped
Magikarp,Common,39,55,None,Poke Ball,Escaped
Bagon,Rare,67,90,None,Great Ball,Escaped
Magikarp,Common,31,48,None,Great Ball,Caught
Zigzagoon,Common,35,53,Poison,Ultra Ball,Escaped
Weedle,Common,1,62,Sleep,Poke Ball,Caught
Zubat,Common,32,88,Sleep,Ultra Ball,Caught
Larvitar,Rare,53,69,None,Ultra Ball,Escaped
Oddish,Common,13,86,None,Poke Ball,Escaped
Sentret,Common,2,5,Paralyze,Ultra Ball,Caught
Bagon,Rare,89,71,Poison,Ultra Ball,Escaped
Caterpie,Common,68,25,None,Poke Ball,Escaped
Arcanine,Rare,42,84,Sleep,Poke Ball,Escaped
Geodude,Common,81,79,None,Ultra Ball,Escaped
Poliwag,Common,40,90,Paralyze,Ultra Ball,Caught
Magikarp,Common,18,59,None,Poke Ball,Escaped
Geodude,Common,100,76,None,Ultra Ball,Escaped
Rayquaza,Legendary,91,82,Sleep,Great Ball,Escaped
Poliwag,Common,38,98,Sleep,Great Ball,Caught
Arcanine,Rare,30,28,None,Poke Ball,Escaped
Giratina,Legendary,47,12,Paralyze,Poke Ball,Escaped
Zigzagoon,Common,99,85,Poison,Ultra Ball,Escaped
Gyarados,Rare,39,49,None,Ultra Ball,Escaped
Sentret,Common,81,70,Poison,Poke Ball,Escaped
Lapras,Rare,4,7,None,Ultra Ball,Caught
Sentret,Common,90,86,Paralyze,Great Ball,Escaped
Zubat,Common,91,73,None,Poke Ball,Escaped
Gible,Rare,20,13,Sleep,Great Ball,Caught
Larvitar,Rare,72,21,None,Poke Ball,Escaped
Weedle,Common,30,49,Poison,Great Ball,Caught
Caterpie,Common,70,47,Sleep,Ultra Ball,Caught
Weedle,Common,7,8,None,Great Ball,Caught
Poliwag,Common,45,89,None,Poke Ball,Escaped
Arcanine,Rare,77,58,Poison,Poke Ball,Escaped
Gible,Rare,75,65,Poison,Great Ball,Escaped
Rattata,Common,74,7,Poison,Poke Ball,Escaped
Bidoof,Common,7,21,None,Ultra Ball,Caught
Dratini,Rare,50,49,None,Great Ball,Escaped
Oddish,Common,9,89,Sleep,Great Ball,Caught
Dratini,Rare,37,99,Sleep,Poke Ball,Escaped
Scyther,Rare,62,2,None,Poke Ball,Escaped
Sentret,Common,46,15,None,Great Ball,Escaped
Scyther,Rare,24,80,Sleep,Poke Ball,Escaped
Magikarp,Common,39,77,Paralyze,Great Ball,Caught
Chansey,Rare,21,100,None,Poke Ball,Escaped
Arcanine,Rare,92,66,Poison,Poke Ball,Escaped
Bidoof,Common,90,47,None,Ultra Ball,Escaped
Kyogre,Legendary,39,32,Poison,Poke Ball,Escaped
Bagon,Rare,97,54,None,Great Ball,Escaped
Magikarp,Common,100,8,Poison,Poke Ball,Escaped
Weedle,Common,7,15,Sleep,Ultra Ball,Caught
Poliwag,Common,12,20,None,Poke Ball,Escaped
Geodude,Common,56,70,None,Great Ball,Escaped
Weedle,Common,60,75,Poison,Great Ball,Escaped
Dratini,Rare,57,62,None,Great Ball,Escaped
Pidgey,Common,45,77,None,Great Ball,Escaped
Zubat,Common,59,1,Paralyze,Poke Ball,Escaped
Gible,Rare,43,93,None,Great Ball,Escaped
Arcanine,Rare,58,23,None,Great Ball,Escaped
Gible,Rare,92,84,Poison,Ultra Ball,Escaped
Oddish,Common,93,12,Paralyze,Great Ball,Caught
Beldum,Rare,21,59,None,Ultra Ball,Escaped
Pidgey,Common,54,57,Sleep,Ultra Ball,Caught
Sentret,Common,73,40,Sleep,Poke Ball,Escaped
Gible,Rare,98,37,Sleep,Great Ball,Escaped
Geodude,Common,47,92,None,Ultra Ball,Escaped
Kyogre,Legendary,63,57,None,Great Ball,Escaped
Poliwag,Common,36,83,None,Great Ball,Escaped
Ho-Oh,Legendary,56,36,Sleep,Poke Ball,Escaped
Pidgey,Common,76,94,Paralyze,Great Ball,Escaped
Kyogre,Legendary,29,32,Sleep,Great Ball,Escaped
Geodude,Common,32,38,None,Poke Ball,Escaped
Zigzagoon,Common,61,57,Sleep,Ultra Ball,Caught
Poliwag,Common,46,61,Sleep,Ultra Ball,Caught
Oddish,Common,3,77,Sleep,Poke Ball,Escaped
Geodude,Common,63,23,Sleep,Great Ball,Caught
Caterpie,Common,40,76,None,Ultra Ball,Caught
Pidgey,Common,95,87,None,Great Ball,Escaped
Poliwag,Common,3,3,None,Poke Ball,Caught
Snorlax,Rare,21,25,Poison,Great Ball,Escaped
Larvitar,Rare,69,72,Paralyze,Great Ball,Escaped
Zigzagoon,Common,63,43,None,Great Ball,Escaped
Sentret,Common,92,52,None,Great Ball,Escaped
Caterpie,Common,88,3,Paralyze,Poke Ball,Caught
Weedle,Common,82,62,Paralyze,Poke Ball,Escaped
Zubat,Common,25,2,Sleep,Great Ball,Caught
Weedle,Common,45,52,None,Ultra Ball,Escaped
Larvitar,Rare,39,85,Poison,Great Ball,Escaped
Gyarados,Rare,14,71,Paralyze,Poke Ball,Escaped
Weedle,Common,59,21,None,Poke Ball,Escaped
Weedle,Common,15,59,Poison,Great Ball,Escaped
Chansey,Rare,95,85,Paralyze,Ultra Ball,Escaped
Rayquaza,Legendary,57,70,Sleep,Great Ball,Escaped
Weedle,Common,32,22,None,Ultra Ball,Caught
Poliwag,Common,43,87,None,Great Ball,Escaped
Oddish,Common,71,59,None,Great Ball,Escaped
Scyther,Rare,13,18,Sleep,Ultra Ball,Caught
Zubat,Common,15,18,Poison,Poke Ball,Caught
Gible,Rare,93,89,Sleep,Poke Ball,Escaped
Chansey,Rare,15,27,None,Great Ball,Escaped
Pidgey,Common,95,50,None,Great Ball,Escaped
Dratini,Rare,36,85,Paralyze,Great Ball,Escaped
Scyther,Rare,82,77,None,Ultra Ball,Escaped
Zubat,Common,27,40,Poison,Great Ball,Escaped
Geodude,Common,84,88,Paralyze,Ultra Ball,Caught
Bagon,Rare,72,30,None,Poke Ball,Escaped
Kyogre,Legendary,77,86,Sleep,Poke Ball,Escaped
Zubat,Common,23,62,Sleep,Ultra Ball,Caught
